minute,mid,bid,ask,signal,quoted_bid,quoted_ask,inventory,cash,execution,pnl
170,87.82550285259568,87.80050285259567,87.85050285259568,-0.31328385541297454,87.79423717548741,87.84423717548742,-8,747.6677094227903,sell,45.06368660202486
171,87.11373352632201,87.088733526322,87.13873352632201,-0.993210909549764,87.06886930813101,87.11886930813102,-8,747.6677094227903,,50.7578412122142
172,87.90180279249017,87.87680279249017,87.92680279249018,0.7602037899646963,87.89200686828946,87.94200686828947,-8,747.6677094227903,,44.45328708286888
173,87.8016549257319,87.77665492573189,87.8266549257319,0.9442664611151315,87.79554025495419,87.8455402549542,-8,747.6677094227903,,45.2544700169351
174,87.17626025520468,87.15126025520468,87.20126025520469,0.8551011808019208,87.16836227882071,87.21836227882072,-9,834.886071701611,sell,50.29972940476887
175,86.5522987135763,86.5272987135763,86.57729871357631,-0.9802174128478566,86.50769436531934,86.55769436531935,-9,834.886071701611,,55.91538327942419
176,85.90164747996653,85.87664747996652,85.92664747996653,-0.8917825378567372,85.85881182920939,85.9088118292094,-9,834.886071701611,,61.7712443819122
177,88.81973319272907,88.79473319272907,88.84473319272908,0.6721412168907535,88.80817601706688,88.8581760170669,-9,834.886071701611,,35.50847296704933
178,90.66747289221078,90.64247289221078,90.69247289221079,0.9032165704230274,90.66053722361924,90.71053722361926,-10,925.5966089252302,sell,18.921880003122396
179,90.33867181230265,90.31367181230264,90.36367181230266,0.8980355236753156,90.33163252277615,90.38163252277616,-10,925.5966089252302,,22.20989080220363
180,89.57660224755027,89.55160224755026,89.60160224755028,0.9197520820390639,89.56999728919105,89.61999728919106,-10,925.5966089252302,,29.830586449727434
181,89.76622654793125,89.74122654793125,89.79122654793126,0.9999591737037336,89.76122573140532,89.81122573140533,-10,925.5966089252302,,27.934343445917648
182,89.14691271277972,89.12191271277972,89.17191271277973,0.49261744616895814,89.13176506170309,89.1817650617031,-10,925.5966089252302,,34.12748179743289
183,88.54713173330553,88.52213173330553,88.57213173330554,-0.9963515198643064,88.50220470290824,88.55220470290826,-9,837.0944042223219,buy,40.17021862257218
184,89.14433795347993,89.11933795347993,89.16933795347994,-0.9875084622156869,89.09958778423561,89.14958778423562,-9,837.0944042223219,,34.7953626410025
185,88.37325533385157,88.34825533385157,88.39825533385158,-0.9743846591780521,88.328767640668,88.37876764066802,-9,837.0944042223219,,41.735106217657744
186,89.14946154266553,89.12446154266553,89.17446154266554,-0.9243755397841499,89.10597403186985,89.15597403186986,-9,837.0944042223219,,34.749250338332104
187,89.08820465458615,89.06320465458614,89.11320465458616,-0.15680128226841067,89.06006862894077,89.11006862894078,-9,837.0944042223219,,35.300562331046535
188,89.07720812957557,89.05220812957556,89.10220812957557,0.920276491968863,89.07061365941493,89.12061365941494,-10,926.2150178817369,sell,35.442936585981215
189,89.20537812959789,89.18037812959788,89.2303781295979,0.17643437773543344,89.18390681715259,89.2339068171526,-10,926.2150178817369,,34.16123658575805
190,88.2427725638981,88.2177725638981,88.2677725638981,-0.31501158982222105,88.21147233210165,88.26147233210166,-10,926.2150178817369,,43.78729224275594
